"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost","product_first_sold_date"
"18","33","1842",2017-06-02,FALSE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,1969802-06-02
"19","54","2268",2017-04-06,TRUE,"Approved","WeareA2B","Standard","medium","medium",1292.84,13.44,3395520-05-26
"20","25","3002",2017-01-28,TRUE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,2785681-03-07
"21","27","1582",2017-10-09,FALSE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,2548416-05-08
"22","37","595",2017-06-29,TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,2554803-05-05
"23","37","2001",2017-04-08,TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,3923038-06-02
"24","82","515",2017-10-18,FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,3984306-03-17
"25","89","2822",2017-06-11,FALSE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,2014984-06-14
"26","64","2596",2017-01-10,FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,3923038-06-02
"27","64","2666",2017-04-11,TRUE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,3663300-11-05
"28","19","76",2017-12-23,FALSE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,4021208-10-23
"29","72","3368",2017-10-13,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",360.4,270.3,4056692-02-01
"30","91","1173",2017-03-15,FALSE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,3870286-08-13
"31","88","2810",2017-09-05,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",1198.46,381.1,2833465-04-29
"32","1","3214",2017-02-18,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,4051487-11-15
"33","25","1272",2017-03-20,FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,3984306-03-17
"34","99","2003",2017-02-28,TRUE,"Approved","Trek Bicycles","Road","low","small",1720.7,1531.42,3176943-06-05
"35","0","2171",2017-08-20,FALSE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,3095568-06-13
"36","92","3356",2017-07-07,FALSE,"Approved","WeareA2B","Standard","medium","small",1415.01,1259.36,2912711-04-23
"37","14","1040",2017-01-09,FALSE,"Approved","Solex","Standard","high","large",1842.92,1105.75,2231905-07-17
"38","2","2916",2017-12-06,FALSE,"Approved","Solex","Standard","medium","medium",71.49,53.62,1889610-03-20
"39","12","427",2017-09-12,FALSE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,3106449-12-26
"40","0","2448",2017-11-28,TRUE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,3095568-06-13
"41","44","2570",2017-05-08,TRUE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,2863980-12-10
"42","79","3398",2017-05-14,FALSE,"Approved","Solex","Touring","medium","large",2083.94,675.03,3778266-08-28
"43","76","488",2017-03-17,FALSE,"Cancelled","WeareA2B","Standard","low","medium",642.31,513.85,3870286-08-13
"44","46","165",2017-12-22,FALSE,"Approved","Solex","Standard","low","medium",1289.85,74.51,2863980-12-10
"45","55","2787",2017-06-07,TRUE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,3929425-05-29
"46","66","3053",2017-06-20,FALSE,"Approved","Solex","Standard","medium","medium",1163.89,589.27,4021208-10-23
"47","35","475",2017-05-07,TRUE,"Approved","Trek Bicycles","Standard","low","medium",1057.51,154.4,2120961-03-02
"48","81","1305",2017-06-10,TRUE,"Approved","Solex","Standard","medium","medium",1151.96,649.49,3654311-10-02
"49","86","1251",2017-06-17,FALSE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,2991247-08-15
"50","32","3103",2017-05-10,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",642.7,211.37,2785681-03-07
"51","77","3108",2017-03-24,FALSE,"Approved","Norco Bicycles","Road","medium","large",1240.31,795.1,3546442-08-05
"52","96","857",2017-11-27,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1635.3,993.66,3280081-06-23
"53","6","3455",2017-12-21,TRUE,"Approved","OHM Cycles","Standard","high","medium",227.88,136.73,1889610-03-20
"54","27","2549",2017-02-09,TRUE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,2120961-03-02
"55","0","3140",2017-09-18,FALSE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,3056536-11-05
"56","47","3406",2017-11-14,FALSE,"Approved","Trek Bicycles","Road","low","small",1720.7,1531.42,2344032-09-08
"57","94","2294",2017-08-30,TRUE,"Approved","Giant Bicycles","Standard","medium","large",1635.3,993.66,3754847-09-11
"58","91","1031",2017-11-14,FALSE,"Approved","Solex","Standard","medium","medium",100.35,75.26,2556222-09-03
"59","93","993",2017-02-15,TRUE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,3119933-08-19
"60","60","3473",2017-12-18,FALSE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,3852781-07-14
"61","0","1839",2017-02-24,FALSE,"Approved","OHM Cycles","Road","high","large",12.01,7.21,2054016-01-21
"62","33","1824",2017-12-18,TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,1969802-06-02
"63","35","368",2017-12-17,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,4051487-11-15
"64","0","2000",2017-07-08,FALSE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,3186405-08-19
"65","28","825",2017-05-16,TRUE,"Approved","Norco Bicycles","Standard","medium","small",1216.14,1082.36,4053380-04-24
"66","86","3315",2017-02-23,TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,2556222-09-03
"67","2","75",2017-07-03,TRUE,"Approved","Solex","Standard","medium","medium",71.49,53.62,3710138-10-08
"68","4","1498",2017-09-30,TRUE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,3003548-06-28
"69","38","1612",2017-10-21,TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,3691687-06-19
"70","27","2192",2017-05-06,TRUE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,2548416-05-08
"71","54","419",2017-01-03,FALSE,"Approved","WeareA2B","Standard","medium","medium",1292.84,13.44,3395520-05-26
"72","77","3307",2017-05-09,TRUE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,3574592-08-28
"73","22","2430",2017-07-23,FALSE,"Approved","WeareA2B","Standard","medium","medium",60.34,45.26,2035328-03-13
"74","56","1506",2017-01-21,TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,2400096-04-05
"75","58","1346",2017-06-20,FALSE,"Approved","OHM Cycles","Standard","medium","medium",912.52,141.4,3958521-09-10
"76","22","927",2017-03-10,FALSE,"Approved","WeareA2B","Standard","medium","medium",60.34,45.26,1890319-11-19
"77","50","763",2017-06-02,FALSE,"Approved","WeareA2B","Standard","medium","small",175.89,131.92,2863980-12-10
"78","80","2397",2017-11-07,FALSE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,2503707-06-05
"79","87","102",2017-09-12,TRUE,"Approved","Giant Bicycles","Standard","high","medium",1179,707.4,2390634-01-21
"80","15","2884",2017-12-16,FALSE,"Approved","Norco Bicycles","Standard","low","medium",958.74,748.9,3106449-12-26
"81","84","759",2017-10-07,TRUE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,1967673-06-02
"82","21","773",2017-04-27,TRUE,"Approved","Solex","Standard","medium","large",1071.23,380.74,3574119-07-20
"83","0","3398",2017-04-01,TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,2854045-08-16
"84","33","3297",2017-11-02,TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,1969802-06-02
"85","84","2434",2017-02-13,TRUE,"Approved","Trek Bicycles","Road","medium","medium",290.62,215.14,3022709-06-17
"86","1","1861",2017-07-19,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,3003548-06-28
"87","27","1233",2017-05-23,FALSE,"Approved","Trek Bicycles","Standard","medium","medium",499.53,388.72,1867374-01-11
"88","31","1390",2017-08-06,FALSE,"Approved","WeareA2B","Standard","medium","medium",752.64,205.36,2014984-06-14
"89","0","2682",2017-04-04,TRUE,"Approved","OHM Cycles","Road","high","large",12.01,7.21,3487303-10-21
"90","62","439",2017-08-15,TRUE,"Approved","Solex","Standard","medium","medium",478.16,298.72,2030123-12-26
"91","17","1579",2017-04-15,TRUE,"Approved","Solex","Standard","high","medium",1024.66,614.8,2270700-08-03
"92","73","2984",2017-07-25,TRUE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,2627425-10-11
"93","33","3470",2017-11-28,TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,2587211-05-26
"94","86","1",2017-12-23,FALSE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,3056536-11-05
"95","45","757",2017-02-26,FALSE,"Approved","Solex","Standard","medium","medium",441.49,84.99,2013092-01-05
"96","1","1778",2017-02-21,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,3569151-11-22
"97","80","211",2017-05-31,TRUE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,3022709-06-17
"98","49","333",2017-06-23,NA,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,2900646-12-29
"99","95","32",2017-03-26,FALSE,"Approved","Giant Bicycles","Standard","medium","large",569.56,528.43,2912711-04-23
"100","0","119",2017-07-31,FALSE,"Approved","Solex","Standard","medium","medium",478.16,298.72,2503943-12-25
"101","18","2347",2017-07-27,FALSE,"Approved","Norco Bicycles","Standard","high","medium",1148.64,689.18,3942199-05-21
"102","4","2353",2017-04-14,FALSE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,3569151-11-22
"103","33","788",2017-11-12,FALSE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,1969802-06-02
"104","78","1468",2017-09-12,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"105","89","821",2017-10-26,FALSE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,3754847-09-11
"106","70","2489",2017-02-15,FALSE,"Approved","Trek Bicycles","Standard","high","medium",495.72,297.43,3913576-03-18
"107","79","2710",2017-12-22,FALSE,"Approved","Norco Bicycles","Standard","medium","medium",1555.58,818.01,2912474-10-01
"108","26","947",2017-10-11,TRUE,"Approved","WeareA2B","Standard","medium","medium",1992.93,762.63,2023500-06-10
"109","39","1335",2017-03-27,TRUE,"Approved","Giant Bicycles","Standard","medium","large",1812.75,582.48,3176943-06-05
"110","36","1076",2017-11-04,FALSE,"Approved","Solex","Standard","low","medium",945.04,507.58,2245152-08-18
"111","0","3320",2017-06-11,TRUE,"Approved","OHM Cycles","Standard","low","medium",71.16,56.93,3929425-05-29
"112","84","779",2017-10-09,FALSE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,1967673-06-02
"113","98","3296",2017-06-07,TRUE,"Approved","Trek Bicycles","Standard","high","medium",358.39,215.03,1845847-07-06
"114","75","455",2017-10-24,TRUE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,2912474-10-01
"115","76","1779",2017-05-01,FALSE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,3056536-11-05
"116","72","2703",2017-11-21,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",360.4,270.3,3546442-08-05
"117","42","806",2017-03-24,FALSE,"Approved","OHM Cycles","Road","medium","small",1810,1610.9,2013092-01-05
"118","20","22",2017-03-21,FALSE,"Approved","Trek Bicycles","Standard","medium","small",1775.81,1580.47,3487303-10-21
"119","64","1591",2017-02-20,FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,3095568-06-13
"120","0","678",2017-06-16,FALSE,"Approved","Trek Bicycles","Standard","high","medium",495.72,297.43,3913576-03-18
"121","25","50",2017-12-04,FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,1969802-06-02
"122","24","1038",2017-12-01,TRUE,"Approved","Solex","Road","medium","large",1777.8,820.78,2023500-06-10
"123","31","1453",2017-03-05,TRUE,"Approved","WeareA2B","Standard","medium","medium",752.64,205.36,3940306-12-12
"124","98","1339",2017-03-21,FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,2344032-09-08
"125","22","3382",2017-01-03,TRUE,"Approved","Solex","Standard","medium","medium",575.27,431.45,3733794-04-14
"126","53","773",2017-04-01,FALSE,"Approved","OHM Cycles","Standard","medium","medium",795.34,101.58,2900646-12-29
"127","84","2503",2017-03-16,TRUE,"Approved","Trek Bicycles","Road","medium","medium",290.62,215.14,3056536-11-05
"128","25","1057",2017-02-26,FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,3984306-03-17
"129","50","1397",2017-06-05,FALSE,"Approved","WeareA2B","Standard","medium","small",175.89,131.92,3958521-09-10
"130","44","2134",2017-09-04,FALSE,"Approved","WeareA2B","Standard","medium","medium",1769.64,108.76,3574592-08-28
"131","96","2403",2017-01-18,TRUE,"Approved","WeareA2B","Road","low","small",1172.78,1043.77,2833465-04-29
"132","12","1937",2017-09-28,FALSE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,2993613-03-04
"133","93","1282",2017-09-02,TRUE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,2833465-04-29
"134","78","2183",2017-05-09,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,1861223-08-06
"135","84","1788",2017-10-17,FALSE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,3145718-02-22
"136","65","1170",2017-04-25,TRUE,"Approved","WeareA2B","Standard","medium","medium",1807.45,778.69,3913576-03-18
"137","0","431",2017-09-23,FALSE,"Approved",NA,NA,NA,NA,1942.61,NA,NA
"138","29","1940",2017-08-02,FALSE,"Approved","WeareA2B","Standard","medium","medium",1065.03,230.09,2666457-05-18
"139","32","2073",2017-03-25,FALSE,"Cancelled","Giant Bicycles","Standard","high","medium",1179,707.4,2666457-05-18
"140","11","462",2017-01-01,FALSE,"Approved","Giant Bicycles","Standard","high","medium",1274.93,764.96,4021208-10-23
"141","10","2728",2017-12-22,FALSE,"Approved","Solex","Standard","medium","medium",1945.43,333.18,2824003-02-13
"142","46","2053",2017-12-25,FALSE,"Approved","Solex","Standard","low","medium",1289.85,74.51,3667322-04-14
"143","60","2135",2017-01-26,TRUE,"Approved","Giant Bicycles","Standard","high","small",1977.36,1759.85,3663300-11-05
"144","92","1217",2017-12-20,FALSE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,1821009-03-21
"145","7","2992",2017-06-07,TRUE,"Approved","Trek Bicycles","Road","low","medium",980.37,234.43,3106449-12-26
"146","41","3261",2017-04-06,TRUE,"Approved","Solex","Road","medium","medium",416.98,312.74,2365322-08-27
"147","67","2748",2017-04-25,TRUE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,3095568-06-13
"148","14","3262",2017-01-13,FALSE,"Approved","Trek Bicycles","Standard","medium","small",1386.84,1234.29,2904195-04-27
"149","89","788",2017-03-21,FALSE,"Approved","WeareA2B","Touring","medium","large",1362.99,57.74,2014984-06-14
"150","9","3067",2017-11-21,TRUE,"Approved","OHM Cycles","Road","medium","medium",742.54,667.4,2134917-12-03
"151","31","701",2017-11-11,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",230.91,173.18,2871077-08-06
"152","92","648",2017-10-16,FALSE,"Approved","WeareA2B","Standard","medium","small",1415.01,1259.36,2666457-05-18
"153","37","3286",2017-08-19,TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,2554803-05-05
"154","3","3383",2017-04-06,TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,3601086-11-02
"155","56","982",2017-11-04,TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,3984306-03-17
"156","14","676",2017-08-22,TRUE,"Approved","Solex","Standard","high","large",1842.92,1105.75,2912474-10-01
"157","6","385",2017-09-15,TRUE,"Approved","Solex","Standard","high","medium",748.17,448.9,3913576-03-18
"158","50","1229",2017-03-01,TRUE,"Approved","WeareA2B","Standard","medium","small",175.89,131.92,3395520-05-26
"159","10","3232",2017-08-16,FALSE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,3733794-04-14
"160","0","3300",2017-08-27,FALSE,"Approved",NA,NA,NA,NA,1656.86,NA,NA
"161","69","2381",2017-07-10,FALSE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,3913576-03-18
"162","78","371",2017-12-11,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"163","80","2519",2017-05-20,TRUE,"Approved","OHM Cycles","Touring","low","medium",1073.07,933.84,3942199-05-21
"164","17","2264",2017-07-30,FALSE,"Approved","Solex","Standard","high","medium",1024.66,614.8,2322269-08-12
"165","3","2637",2017-10-25,TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,3078063-05-14
"166","78","3262",2017-11-27,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,2988172-05-27
"167","90","3177",2017-04-26,NA,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,3056536-11-05
"168","87","2267",2017-02-02,FALSE,"Approved","Giant Bicycles","Standard","high","medium",1179,707.4,2390634-01-21
"169","97","456",2017-05-02,FALSE,"Approved","Solex","Standard","medium","large",202.62,151.96,2942990-05-14
"170","6","404",2017-10-16,NA,"Approved","OHM Cycles","Standard","high","medium",227.88,136.73,2904195-04-27
"171","100","3121",2017-10-22,FALSE,"Approved","Norco Bicycles","Road","medium","medium",1036.59,206.35,1845847-07-06
"172","55","2365",2017-04-11,TRUE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,1821009-03-21
"173","100","2528",2017-11-16,FALSE,"Approved","Norco Bicycles","Road","medium","medium",1036.59,206.35,1845847-07-06
"174","10","3151",2017-12-17,FALSE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,2134917-12-03
"175","25","3241",2017-12-23,FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,4053380-04-24
"176","74","1335",2017-03-30,TRUE,"Approved","WeareA2B","Standard","medium","medium",1228.07,400.91,2912474-10-01
"177","90","2234",2017-04-13,FALSE,"Approved","Norco Bicycles","Standard","low","medium",363.01,290.41,3056536-11-05
"178","56","3226",2017-07-25,TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,2400096-04-05
"179","62","1365",2017-01-31,FALSE,"Approved","Solex","Standard","medium","medium",478.16,298.72,2030123-12-26
"180","20","3349",2017-03-18,TRUE,"Approved","Trek Bicycles","Standard","medium","small",1775.81,1580.47,3487303-10-21
"181","17","1002",2017-02-24,FALSE,"Approved","Solex","Standard","high","medium",1024.66,614.8,3574119-07-20
"182","16","2282",2017-02-18,FALSE,"Approved","Norco Bicycles","Standard","high","small",1661.92,1479.11,3733794-04-14
"183","46","2656",2017-01-07,FALSE,"Approved","Solex","Standard","low","medium",1289.85,74.51,3667322-04-14
"184","71","2409",2017-07-05,TRUE,"Approved","Solex","Standard","high","large",1842.92,1105.75,2231905-07-17
"185","91","1711",2017-11-19,FALSE,"Approved","WeareA2B","Standard","low","medium",642.31,513.85,2988172-05-27
"186","17","2582",2017-11-08,TRUE,"Approved","Solex","Standard","high","medium",1024.66,614.8,2322269-08-12
"187","1","1005",2017-07-24,TRUE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,2912474-10-01
"188","3","1597",2017-01-15,TRUE,"Approved","Trek Bicycles","Standard","medium","large",2091.47,388.92,3691687-06-19
"189","56","2713",2017-01-12,TRUE,"Approved","OHM Cycles","Standard","medium","medium",183.86,137.9,2030123-12-26
"190","37","1435",2017-11-27,TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,3574592-08-28
"191","34","1477",2017-06-30,TRUE,"Approved","Norco Bicycles","Road","high","large",774.53,464.72,3303500-06-10
"192","0","1614",2017-07-15,TRUE,"Approved","Giant Bicycles","Standard","medium","medium",230.91,173.18,3186405-08-19
"193","12","1254",2017-06-22,TRUE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,3387240-12-19
"194","25","1423",2017-05-02,FALSE,"Approved","Giant Bicycles","Road","medium","medium",1538.99,829.65,3546442-08-05
"195","81","276",2017-12-27,FALSE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,1861223-08-06
"196","19","1315",2017-12-21,TRUE,"Approved","OHM Cycles","Road","high","large",12.01,7.21,2548416-05-08
"197","45","591",2017-05-23,TRUE,"Approved","Solex","Standard","medium","medium",441.49,84.99,2013092-01-05
"198","74","1017",2017-02-02,FALSE,"Approved","WeareA2B","Standard","medium","medium",1762.96,950.52,3852781-07-14
"199","33","2123",2017-06-08,FALSE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,1969802-06-02
"200","57","2889",2017-04-15,TRUE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,2030123-12-26
"201","0","3208",2017-09-05,TRUE,"Approved","Trek Bicycles","Road","medium","medium",533.51,400.13,3667322-04-14
"202","23","2406",2017-02-26,TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,3186405-08-19
"203","67","2041",2017-07-29,FALSE,"Approved","Norco Bicycles","Road","medium","medium",544.05,376.84,3095568-06-13
"204","81","1598",2017-07-03,TRUE,"Approved","Norco Bicycles","Standard","medium","small",586.45,521.94,1861223-08-06
"205","58","1842",2017-05-27,TRUE,"Approved","OHM Cycles","Standard","medium","medium",912.52,141.4,3958521-09-10
"206","5","141",2017-05-05,FALSE,"Approved","Giant Bicycles","Standard","high","medium",1129.13,677.48,3078063-05-14
"207","94","1321",2017-09-09,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1635.3,993.66,3754847-09-11
"208","51","183",2017-05-21,FALSE,"Approved","OHM Cycles","Standard","high","medium",2005.66,1203.4,3654311-10-02
"209","59","2591",2017-09-22,FALSE,"Approved","WeareA2B","Standard","medium","small",1415.01,1259.36,2854045-08-16
"210","63","3356",2017-04-12,TRUE,"Approved","Solex","Standard","medium","medium",1483.2,99.59,1967673-06-02
"211","40","766",2017-05-07,TRUE,"Approved","OHM Cycles","Standard","high","medium",1458.17,874.9,3119933-08-19
"212","80","1596",2017-01-13,FALSE,"Approved","Trek Bicycles","Standard","medium","large",1469.44,596.55,3095568-06-13
"213","82","520",2017-12-14,FALSE,"Approved","Norco Bicycles","Standard","high","medium",1148.64,689.18,3942199-05-21
"214","46","868",2017-03-22,TRUE,"Approved","Solex","Standard","low","medium",1289.85,74.51,3654311-10-02
"215","78","2999",2017-09-30,FALSE,"Approved","Giant Bicycles","Standard","medium","large",1765.3,709.48,3942199-05-21
"216","72","352",2017-11-29,TRUE,"Approved","Norco Bicycles","Standard","medium","medium",360.4,270.3,4056692-02-01
"217","75","1140",2017-06-09,FALSE,"Approved","Giant Bicycles","Touring","medium","large",1873.97,863.95,2988172-05-27
"218","40","621",2017-04-21,FALSE,"Approved","Trek Bicycles","Road","medium","large",1894.19,598.76,2900646-12-29
"219","2","3307",2017-11-13,FALSE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,3530829-12-14
"220","10","1502",2017-04-09,TRUE,"Approved","WeareA2B","Touring","medium","medium",1466.68,363.25,3733794-04-14
"221","35","936",2017-05-08,FALSE,"Approved","Giant Bicycles","Standard","medium","medium",1403.5,954.82,4051487-11-15
"222","8","939",2017-07-08,TRUE,"Approved","Solex","Road","medium","small",1703.52,1516.13,3569151-11-22
"223","2","2698",2017-11-30,FALSE,"Approved","Giant Bicycles","Road","low","small",590.26,525.33,3530829-12-14
"224","69","579",2017-04-25,TRUE,"Approved","Giant Bicycles","Road","medium","medium",792.9,594.68,1967673-06-02
"225","54","2036",2017-03-30,TRUE,"Approved","WeareA2B","Standard","medium","medium",1292.84,13.44,3395520-05-26
"226","8","3077",2017-03-10,FALSE,"Approved","Solex","Road","medium","small",1703.52,1516.13,2014984-06-14
"227","86","369",2017-03-16,TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,3056536-11-05
"228","13","821",2017-04-04,TRUE,"Approved","Solex","Standard","medium","medium",1163.89,589.27,3733794-04-14
"229","19","2687",2017-03-13,TRUE,"Approved","Trek Bicycles","Mountain","low","medium",574.64,459.71,3601086-11-02
"230","86","681",2017-12-23,TRUE,"Approved","OHM Cycles","Standard","medium","medium",235.63,125.07,3754847-09-11
"231","46","37",2017-08-12,TRUE,"Approved","OHM Cycles","Standard","low","medium",1793.43,248.82,2554803-05-05
"232","30","3002",2017-08-04,FALSE,"Approved","Solex","Standard","high","medium",748.17,448.9,2554803-05-05
"233","92","396",2017-09-01,FALSE,"Approved","WeareA2B","Touring","medium","large",1890.39,260.14,1821009-03-21
"234","71","550",2017-09-01,TRUE,"Approved","Solex","Standard","high","large",1842.92,1105.75,2231905-07-17
"235","77","1605",2017-07-02,FALSE,"Approved","Norco Bicycles","Road","medium","large",1240.31,795.1,3546442-08-05
"236","7","2325",2017-08-31,TRUE,"Approved","Giant Bicycles","Standard","medium","small",1311.44,1167.18,2871077-08-06
"237","23","1420",2017-03-11,TRUE,"Approved","Norco Bicycles","Mountain","low","small",688.63,612.88,2054016-01-21
"238","12","3099",2017-10-08,FALSE,"Approved","WeareA2B","Standard","medium","medium",1231.15,161.6,2134917-12-03
