"postcode","lat","lon"
"4119",-27.6130087561556,153.110077221189
"2166",-33.8934230151607,150.939032399098
"3031",-37.7898009759416,144.927415330188
"3206",-37.8472966218711,144.960385422235
"4818",-19.253840100715,146.68326146659
"4113",-27.5891353029754,153.083304703618
"2155",-33.6963501305118,150.933886619322
"3103",-37.8092962910714,145.080414970212
"4210",-27.939794936,153.295392428049
"4165",-27.619472896875,153.296431644137
"2566",-34.0245521928571,150.840027092552
"3199",-38.1523235947475,145.139283061909
"2480",-28.7491896334008,153.277049148567
"2529",-34.5818499128641,150.848430029063
"3976",-38.0353158461538,145.263525809667
"2092",-33.7886277666667,151.246277728733
"3804",-37.9867310008621,145.318248037763
"3791",-37.916806,145.4180949
"2111",-33.8333937794118,151.132268278624
"4005",-27.4640051228016,153.045494530801
"4370",-28.2251126039527,152.023016243551
"2680",-34.4923712512596,146.371347835367
"4218",-28.0402339160577,153.427128703653
"2770",-33.7571859536543,150.814152072592
"3012",-37.8087397036697,144.855664193483
"2019",-33.9496219055556,151.203814605182
"3165",-37.9242895413066,145.076978914645
"3082",-37.6693415014391,145.065420949923
"2795",-33.4344724432229,149.603956446998
"2760",-33.7559696774725,150.778536826156
"4019",-27.2557571857143,153.095633540423
"3167",-37.9167541737326,145.092082991983
"2076",-33.714084024619,151.11340654776
"4272",-27.9333226538462,153.187962870345
"2570",-34.0126402475969,150.71829235355
"2344",-31.1904047666667,150.78602057591
"2305",-32.9292453645833,151.709161215637
"4170",-27.4717796268523,153.074749029688
"3073",-37.7152610589963,145.013416298128
"3029",-37.8470691418301,144.699759689208
"4212",-27.90494049,153.334749935612
"2127",-33.8350856979103,151.071565609968
"2582",-34.8517246640523,148.904788934934
"3020",-37.7827510577345,144.834366501946
"3000",-37.8135824114841,144.963479678965
"3000",-37.8142135,144.963145001049
"4503",-27.2353301176035,152.976109015268
"4161",-27.5307695708333,153.216262026451
"2800",-33.2817770723386,149.095264536381
"3013",-37.8162932168179,144.892300306216
"3630",-36.3790836475,145.403097988586
"3207",-37.8347535119883,144.936829089899
"3059",-37.6420466705882,144.884179540481
"4560",-26.6257509248458,152.948585615656
"3163",-37.8903348670455,145.057028749031
"4055",-27.408081697118,152.92417919069
"2256",-33.4955734523256,151.315938610158
"4158",-27.4847552026316,153.202089068027
"3235",-38.4140512666667,143.88101215566
"3101",-37.8012926885106,145.03520761726
"2747",-33.7552136666747,150.752381214054
"3810",-38.0746169223958,145.461281269667
"2290",-32.971392475641,151.697876295112
"3075",-37.662253255,145.020341491704
"2075",-33.7245733836491,151.161163455443
"2641",-36.038790795,146.942446606252
"3145",-37.8817622359082,145.061154065059
"2323",-32.7831400035211,151.567845588058
"4152",-27.4998129436379,153.097022020441
"2777",-33.7123756288213,150.577398455239
"3175",-38.010267383586,145.198145076446
"3197",-38.0726094675,145.125579533179
"2220",-33.9664698769231,151.105515441045
"3204",-37.9165479583333,145.03897444773
"4128",-27.6535042833333,153.174755037775
"3579",-35.7321505,143.91807867178
"2456",-30.0939677440476,153.186686372375
"2211",-33.9540693396552,151.033460692137
"2261",-33.3532840198413,151.470188067694
"3754",-37.6098223439227,145.100091487283
"4124",-27.7375481,152.971807761901
"2767",-33.7663539035714,150.871047304662
"4740",-21.1229617040444,149.192090253298
"2207",-33.9346240427503,151.128902289408
"2022",-33.8920277987805,151.25047227246
"3192",-37.961668988806,145.052530243251
"4342",-27.5763951142857,152.389151466177
"2487",-28.2668885928571,153.559985286082
"3130",-37.8168718255319,145.151785954685
"3777",-37.6541929986842,145.516591978257
"3023",-37.7564800019994,144.759142641737
"3194",-37.9818570759222,145.060947003075
"2259",-33.2442879967153,151.455122978098
"3106",-37.7604982657467,145.145533630936
"2163",-33.8855384178571,150.973973547509
"2765",-33.6965376214359,150.818208822562
"2460",-29.6724685704144,152.861638443822
"2009",-33.870442388108,151.193589230432
"2880",-31.4160928752337,141.662222399278
"2233",-34.0646286349749,151.014058327628
"2528",-34.5513682047619,150.858059723846
"2154",-33.7425245745204,151.006944466203
"2720",-35.3556324151163,148.280276355313
"2140",-33.8598728528585,151.075682079339
"4650",-25.6174413383512,152.794262238691
"2762",-33.7016190666667,150.878722196748
"3356",-37.5924574214286,143.830890242454
"2705",-34.5584469988486,146.399502493401
"2440",-31.002822093662,152.782094912629
"4130",-27.6678122175926,153.200216960709
"3142",-37.8416555015152,145.015379478462
"4301",-27.6455961244194,152.862925244542
"2090",-33.8304774,151.2254064334
"3814",-38.0892841263032,145.680667734376
"3064",-37.5844135765066,144.932992711957
"2137",-33.8535504297297,151.103234411333
"4103",-27.5145244902635,153.031239191517
"3141",-37.8347851956731,144.988464533816
"2033",-33.9117303858503,151.222006736082
"2171",-33.9195766133333,150.854665077554
"3758",-37.35891415,145.028784610781
"2571",-34.2510812080151,150.540778382001
"2263",-33.2575399661765,151.527607405928
"4172",-27.460652442743,153.099691031744
"3168",-37.9123444207904,145.140034415705
"2322",-32.792203198336,151.66521315401
"2565",-33.9913701865385,150.859545042055
"3040",-37.7499508292453,144.919414374456
"3215",-38.1247564979243,144.352677349362
"3930",-38.1818516052011,145.090334508824
"2318",-32.76402701,151.876203210767
"2573",-34.2271987369565,150.587433498031
"3155",-37.8624396528939,145.26044251784
"3803",-38.0077994108108,145.268962316753
"3152",-37.8685325590067,145.231145287575
"4021",-27.2250484333333,153.088334716658
"4183",-27.4210780508172,153.51025062644
"3858",-37.9760750083333,146.78273386235
"2010",-33.8835501127389,151.211522037291
"2320",-32.7150051901162,151.490457447248
"4125",-27.703708,153.04372309749
"3796",-37.788838565625,145.378309320951
"2000",-33.869620898817,151.20726142161
"3078",-37.7773084214674,145.017959632629
"3051",-37.8015621479412,144.949372502945
"2358",-30.621375886,151.456243261942
"4074",-27.5506185256115,152.925313979753
"3028",-37.8731902324605,144.763129099591
"3185",-37.884047634375,145.003095347211
"2217",-33.9712082457447,151.135167928865
"3200",-38.1252143,145.156945330634
"2289",-32.9408478177032,151.709045645058
"2151",-33.7988994488821,151.007780217306
"4280",-27.8113980945087,152.975291067409
"3335",-37.7169002607143,144.63949768469
"2526",-34.4438796297778,150.830014631634
"2158",-33.68646922,151.031421174901
"4701",-23.3478986801282,150.535229514738
"4131",-27.66911555,153.13261309393
"4520",-27.3954272980392,152.875926359342
"2567",-34.0428135076923,150.744314553532
"2142",-33.8323982462963,151.012906887858
"2030",-33.86386975,151.278146014812
"3177",-37.9876330035305,145.239980043444
"4717",-23.58162385,148.889442405483
"4213",-28.1691688315587,153.288084103474
"2258",-33.3483127789474,151.371414642952
"3133",-37.8586430411864,145.183688853245
"2028",-33.8778761442551,151.24309657352
"4551",-26.8070359170543,153.121601431189
"2574",-34.3084862666667,150.592526717818
"3585",-35.3423104982759,143.558291759194
"3677",-36.3574869467742,146.315838898128
"4132",-27.6726901,153.086602933715
"2539",-35.3696734396226,150.435555237905
"3037",-37.7004044253409,144.757897191426
"2753",-33.6083643625,150.72780217481
"2096",-33.7753572923077,151.285463674429
"2103",-33.676451440791,151.301685812557
"3129",-37.8015210375,145.124680940035
"2477",-28.87271744,153.438992172172
"4114",-27.63639348,153.113775084319
"3782",-37.920096821875,145.465771575507
"2070",-33.7736715105263,151.171963502104
"2049",-33.8931038797551,151.150403765046
"4032",-27.3851547547471,153.023033098014
"4221",-28.1192165642765,153.469528562055
"2400",-29.3990260217791,149.510362057167
"2062",-33.8263320192983,151.211547007026
"2782",-33.7102757875,150.370502600792
"3690",-36.1368317263675,146.870722025157
"2197",-33.900468425,150.995715848496
"2196",-33.928075563242,151.052460633086
"3143",-37.8550511871429,145.019570063924
"2525",-34.4309563987843,150.851728178077
"2558",-34.0280240714286,150.803833766664
"4030",-27.4247716755547,153.035421003934
"3178",-37.9200541207029,145.235641607874
"3083",-37.7012705393993,145.067140088292
"2047",-33.8534464269231,151.152315235386
"3150",-37.8900078653203,145.171974902058
"3198",-38.1101046070369,145.136573623844
"2130",-33.8934453915723,151.137079384423
"3444",-37.2461190176306,144.454904192605
"4516",-27.0119497,152.985874585222
"2122",-33.7856889627496,151.087344440514
"2141",-33.861467945871,151.043922307641
"2251",-33.488239916421,151.39809286997
"4178",-27.4460875469498,153.160821211631
"3860",-37.94983925,146.983205835422
"4508",-27.19005329,153.022126013792
"2298",-32.9083650684211,151.71889291886
"2077",-33.6980445928744,151.104008512776
"2069",-33.7812343285714,151.193985157788
"4209",-27.858597384913,153.290702728754
"4102",-27.4925531855058,153.037881254834
"3759",-37.6404831529412,145.237241505882
"3158",-37.8984771392857,145.335448375999
"2541",-34.9009353683247,150.596269950916
"4304",-27.6102461666667,152.801384955991
"4879",-16.7781655641026,145.675705487781
"3184",-37.8823985015402,144.985529866262
"2199",-33.90408827,151.024250040193
"3437",-37.49337755,144.591782299938
"2128",-33.8365454066667,151.044975471577
"2042",-33.8971000912879,151.179130790648
"2134",-33.87479105625,151.103355858399
"4575",-26.7192531752057,153.12511530006
"3338",-37.7260509818182,144.556293753559
"3844",-38.1897013926667,146.529273334814
"4034",-27.3585811122162,153.034066724728
"3174",-37.9730722160714,145.180364533191
"2036",-33.9687433573679,151.234818968302
"2025",-33.8876717478538,151.246406424766
"3172",-37.9764888375,145.13794995808
"4561",-26.5517286875,152.950776741329
"3046",-37.710122090991,144.932195383873
"2420",-32.4936300787879,151.620868342746
"2231",-34.008444925,151.214100102436
"3147",-37.8636958907489,145.079475637311
"2082",-33.59686037,151.14332922607
"2234",-34.0097225397059,151.021161199409
"2292",-32.92200480625,151.730576213627
"2195",-33.9190878092765,151.075019072605
"2135",-33.8770709538462,151.088543550564
"2107",-33.6290786594861,151.327077452658
"2536",-35.7319257680533,150.199030392862
"3981",-38.1982094,145.4860239
"4557",-26.6905005318182,153.106171511057
"2193",-33.9121510947096,151.120812641441
"4127",-27.622597985241,153.132888768268
"2291",-32.9436622714286,151.750253351194
"3121",-37.8203632796882,145.000248903213
"2194",-33.9110895384615,151.103257053141
"3337",-37.6697798057692,144.571605582091
"2156",-33.682824171875,150.98425302909
"3105",-37.7722656593525,145.088545112404
"2071",-33.7627809,151.165544831607
"4300",-27.6601439031636,152.910363371682
"3226",-38.2633856310811,144.514716436488
"3250",-38.3431427294118,143.583398386926
"2088",-33.8261483026201,151.241572952559
"2221",-33.9849356941176,151.10809252757
"2101",-33.7057998549464,151.286588906375
"2118",-33.7820597050026,151.03366811285
"4275",-28.0289921066667,153.158256792757
"2050",-33.8881745158333,151.176921825273
"3851",-38.038239683945,147.588882009447
"3139",-37.80693204375,145.497517116782
"2749",-33.7156479520833,150.68557122811
"3058",-37.737549285,144.958383394857
"2031",-33.9155030186822,151.24522472049
"2871",-33.3979696745763,147.966189840742
"4133",-27.6905115875,153.133206307123
"3049",-37.668113775,144.882633204092
"2768",-33.7305106634615,150.931207614986
"2330",-32.6556815916667,150.991630502876
"4227",-28.0833602607143,153.412328083488
"3910",-38.1459127295699,145.196559523043
"4154",-27.4845527086952,153.155786248435
"2643",-35.9789208052632,146.594162709272
"4159",-27.4879747441558,153.213106954485
"2213",-33.952715326069,150.996173924121
"3340",-37.6698644994579,144.435508051795
"2478",-28.8608270661026,153.549400683565
"2530",-34.4860134172043,150.781151272685
"3015",-37.8399445232558,144.882048799139
"2038",-33.8859211269231,151.168957215172
"3048",-37.6560258785714,144.924697975138
"3564",-36.1367612615385,144.737929481757
"4123",-27.5740284125464,153.11975436826
"4035",-27.3558690951194,152.995835291416
"2104",-33.664306725,151.292492259423
"2192",-33.915466353125,151.092571225386
"3186",-37.9070613176471,145.000959789346
"3228",-38.3411923105178,144.298791737932
"4720",-23.548907547561,148.165575863528
"2074",-33.7202793343309,151.141275449898
"3277",-38.4194551,142.648903124693
"2422",-31.9644824052632,151.891502138045
"3079",-37.768378329978,145.051466480633
"4702",-23.0910627428571,150.155801887274
"4215",-27.962496031677,153.406879311547
"3505",-34.1744374461671,142.063226641899
"3161",-37.8759593579137,145.018606073304
"4129",-27.6762296358448,153.187871337521
"4600",-26.1454092928571,152.262310647841
"2527",-34.5785328166667,150.774827418323
"4014",-27.3748905103432,153.078816055287
"3070",-37.7782767710431,145.001878310909
"2262",-33.2229399545455,151.538625999599
"4157",-27.5459943158345,153.202654195153
"4020",-27.2099284205882,153.112032144127
"3060",-37.6991516636364,144.967451676891
"2110",-33.83521321,151.15499629922
"3067",-37.8036908346473,144.995600572728
"3169",-37.9362265282759,145.116828110295
"3620",-36.3162388888889,145.046410341162
"3181",-37.8492267108491,144.99527656236
"2519",-34.388985811351,150.881317370191
"3753",-37.475149,144.949192735725
"3065",-37.8012616593297,144.979820036753
"3222",-38.1963847382353,144.565463964995
"3842",-38.312380675,146.421621260363
"2112",-33.8136492514493,151.113765683921
"2450",-30.3542454039365,153.057892429229
