"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost","product_first_sold_date"
"10541","0","216",2017-02-15,FALSE,"Approved",NA,NA,NA,NA,1029.36,NA,NA
"10896","0","2278",2017-09-02,FALSE,"Approved",NA,NA,NA,NA,1487.8,NA,NA
"10960","0","151",2017-01-06,TRUE,"Approved",NA,NA,NA,NA,1624.69,NA,NA
"11016","0","2456",2017-05-12,NA,"Approved",NA,NA,NA,NA,1719.95,NA,NA
"11116","0","2342",2017-04-17,FALSE,"Approved",NA,NA,NA,NA,899.52,NA,NA
"11219","0","2201",2017-11-09,FALSE,"Approved",NA,NA,NA,NA,554.38,NA,NA
"11393","0","1773",2017-10-15,TRUE,"Approved",NA,NA,NA,NA,960.51,NA,NA
"11518","0","2755",2017-08-07,FALSE,"Approved",NA,NA,NA,NA,1978.64,NA,NA
"11531","0","154",2017-09-19,TRUE,"Approved",NA,NA,NA,NA,36.78,NA,NA
"11549","0","3086",2017-06-29,FALSE,"Approved",NA,NA,NA,NA,74.89,NA,NA
"11834","0","96",2017-09-05,TRUE,"Approved",NA,NA,NA,NA,1091.51,NA,NA
"11843","0","2034",2017-05-22,FALSE,"Approved",NA,NA,NA,NA,695.23,NA,NA
"12022","0","968",2017-04-27,FALSE,"Approved",NA,NA,NA,NA,1148.41,NA,NA
"12072","0","2638",2017-08-03,FALSE,"Approved",NA,NA,NA,NA,750.25,NA,NA
"12139","0","2762",2017-02-19,TRUE,"Approved",NA,NA,NA,NA,1997.68,NA,NA
"12206","0","2034",2017-11-08,FALSE,"Approved",NA,NA,NA,NA,1392.76,NA,NA
"12323","0","1898",2017-11-05,TRUE,"Approved",NA,NA,NA,NA,1294.37,NA,NA
"12344","0","72",2017-07-11,FALSE,"Approved",NA,NA,NA,NA,311.57,NA,NA
"12347","0","172",2017-08-08,TRUE,"Approved",NA,NA,NA,NA,899.92,NA,NA
"12462","0","870",2017-10-30,FALSE,"Approved",NA,NA,NA,NA,162.87,NA,NA
"12817","0","264",2017-07-23,TRUE,"Approved",NA,NA,NA,NA,1678.51,NA,NA
"12870","0","2858",2017-03-29,FALSE,"Approved",NA,NA,NA,NA,1703.18,NA,NA
"12912","0","2205",2017-01-31,TRUE,"Approved",NA,NA,NA,NA,675.28,NA,NA
"12969","0","234",2017-04-08,TRUE,"Approved",NA,NA,NA,NA,487.8,NA,NA
"13011","0","1492",2017-12-25,TRUE,"Approved",NA,NA,NA,NA,1292.13,NA,NA
"13025","0","507",2017-07-22,NA,"Approved",NA,NA,NA,NA,1578.52,NA,NA
"13028","0","255",2017-02-25,TRUE,"Approved",NA,NA,NA,NA,922.15,NA,NA
"13141","0","2255",2017-07-31,FALSE,"Approved",NA,NA,NA,NA,122.74,NA,NA
"13344","0","847",2017-01-28,TRUE,"Approved",NA,NA,NA,NA,435.66,NA,NA
"13345","0","1319",2017-03-24,FALSE,"Approved",NA,NA,NA,NA,1409.68,NA,NA
"13369","0","1010",2017-01-10,TRUE,"Approved",NA,NA,NA,NA,1315.16,NA,NA
"13380","0","1043",2017-08-22,TRUE,"Approved",NA,NA,NA,NA,1233.12,NA,NA
"13460","0","2015",2017-10-29,TRUE,"Approved",NA,NA,NA,NA,758.73,NA,NA
"13520","0","975",2017-05-19,TRUE,"Approved",NA,NA,NA,NA,405.94,NA,NA
"13594","0","298",2017-10-24,TRUE,"Approved",NA,NA,NA,NA,1026.7,NA,NA
"13660","0","3385",2017-03-18,TRUE,"Approved",NA,NA,NA,NA,687.9,NA,NA
"13681","0","764",2017-01-18,FALSE,"Approved",NA,NA,NA,NA,494.96,NA,NA
"13720","0","2702",2017-08-12,TRUE,"Approved",NA,NA,NA,NA,1181.89,NA,NA
"13739","0","3221",2017-03-17,TRUE,"Approved",NA,NA,NA,NA,465.71,NA,NA
"13809","0","1606",2017-10-22,FALSE,"Approved",NA,NA,NA,NA,880.3,NA,NA
"13849","0","1097",2017-10-15,FALSE,"Approved",NA,NA,NA,NA,1989.3,NA,NA
"13873","0","2341",2017-01-30,FALSE,"Approved",NA,NA,NA,NA,1413.98,NA,NA
"14228","0","1430",2017-08-06,FALSE,"Approved",NA,NA,NA,NA,483.12,NA,NA
"14305","0","1596",2017-06-30,TRUE,"Approved",NA,NA,NA,NA,753.01,NA,NA
"14410","0","1895",2017-10-06,FALSE,"Approved",NA,NA,NA,NA,883.91,NA,NA
"14423","0","417",2017-03-24,FALSE,"Approved",NA,NA,NA,NA,1216.4,NA,NA
"14444","0","2474",2017-11-29,FALSE,"Approved",NA,NA,NA,NA,32.44,NA,NA
"14608","0","2651",2017-03-07,TRUE,"Approved",NA,NA,NA,NA,16.08,NA,NA
"14641","0","1429",2017-02-23,FALSE,"Approved",NA,NA,NA,NA,1184,NA,NA
"14755","0","884",2017-07-07,FALSE,"Approved",NA,NA,NA,NA,1711.35,NA,NA
"14836","0","1738",2017-11-03,FALSE,"Approved",NA,NA,NA,NA,587.02,NA,NA
"14846","0","2192",2017-03-05,FALSE,"Approved",NA,NA,NA,NA,1919.23,NA,NA
"14922","0","448",2017-03-23,TRUE,"Approved",NA,NA,NA,NA,1660.68,NA,NA
"15148","0","3150",2017-04-26,FALSE,"Approved",NA,NA,NA,NA,1224.41,NA,NA
"15268","0","1830",2017-10-07,FALSE,"Approved",NA,NA,NA,NA,1535.84,NA,NA
"15529","0","3330",2017-08-07,TRUE,"Approved",NA,NA,NA,NA,150.51,NA,NA
"15622","0","289",2017-07-10,TRUE,"Approved",NA,NA,NA,NA,2062.95,NA,NA
"15709","0","1892",2017-03-24,TRUE,"Approved",NA,NA,NA,NA,1689.63,NA,NA
"15928","0","244",2017-03-01,TRUE,"Approved",NA,NA,NA,NA,1934.41,NA,NA
"16003","0","2747",2017-11-20,TRUE,"Approved",NA,NA,NA,NA,889.05,NA,NA
"16010","0","705",2017-06-25,FALSE,"Approved",NA,NA,NA,NA,1617.32,NA,NA
"16033","0","1481",2017-09-29,TRUE,"Approved",NA,NA,NA,NA,1788.93,NA,NA
"16095","0","10",2017-11-27,FALSE,"Approved",NA,NA,NA,NA,2064.08,NA,NA
"16249","0","467",2017-03-30,TRUE,"Approved",NA,NA,NA,NA,2020.14,NA,NA
"16289","0","2432",2017-05-18,FALSE,"Approved",NA,NA,NA,NA,489.58,NA,NA
"16497","0","243",2017-04-16,TRUE,"Approved",NA,NA,NA,NA,2076.81,NA,NA
"16661","0","1313",2017-10-04,TRUE,"Approved",NA,NA,NA,NA,2061.38,NA,NA
"16682","0","377",2017-03-11,FALSE,"Approved",NA,NA,NA,NA,877.44,NA,NA
"16767","0","1728",2017-06-14,FALSE,"Approved",NA,NA,NA,NA,1374.2,NA,NA
"16907","0","3421",2017-01-26,FALSE,"Approved",NA,NA,NA,NA,731.41,NA,NA
"16935","0","34",2017-02-14,FALSE,"Approved",NA,NA,NA,NA,1034.17,NA,NA
"17150","0","1091",2017-04-06,TRUE,"Approved",NA,NA,NA,NA,156.56,NA,NA
"17236","0","1026",2017-11-16,TRUE,"Approved",NA,NA,NA,NA,643.95,NA,NA
"17292","0","171",2017-05-30,TRUE,"Approved",NA,NA,NA,NA,517.53,NA,NA
"17332","0","1702",2017-02-20,TRUE,"Approved",NA,NA,NA,NA,226.94,NA,NA
"17432","0","2135",2017-08-15,TRUE,"Approved",NA,NA,NA,NA,1196.65,NA,NA
"17535","0","1210",2017-07-29,TRUE,"Approved",NA,NA,NA,NA,634.57,NA,NA
"17768","0","168",2017-03-13,FALSE,"Approved",NA,NA,NA,NA,1571.83,NA,NA
"17919","0","1295",2017-11-10,TRUE,"Approved",NA,NA,NA,NA,1999.54,NA,NA
"17988","0","2720",2017-03-11,FALSE,"Approved",NA,NA,NA,NA,1562.88,NA,NA
"18022","0","3104",2017-05-21,FALSE,"Approved",NA,NA,NA,NA,1150.59,NA,NA
"18052","0","918",2017-06-22,TRUE,"Approved",NA,NA,NA,NA,356.05,NA,NA
"18245","0","3261",2017-05-17,TRUE,"Approved",NA,NA,NA,NA,1780.22,NA,NA
"18278","0","586",2017-02-20,TRUE,"Approved",NA,NA,NA,NA,1438.9,NA,NA
"18280","0","916",2017-09-17,FALSE,"Approved",NA,NA,NA,NA,966.91,NA,NA
"18345","0","3359",2017-06-06,FALSE,"Approved",NA,NA,NA,NA,918.43,NA,NA
"18493","0","331",2017-02-17,TRUE,"Approved",NA,NA,NA,NA,1541.1,NA,NA
"18544","0","1078",2017-01-15,TRUE,"Approved",NA,NA,NA,NA,1476.88,NA,NA
"18554","0","1416",2017-10-24,TRUE,"Approved",NA,NA,NA,NA,1023.39,NA,NA
"18779","0","3355",2017-05-05,FALSE,"Approved",NA,NA,NA,NA,310.57,NA,NA
"18820","0","1503",2017-03-03,FALSE,"Approved",NA,NA,NA,NA,356.39,NA,NA
"19018","0","3384",2017-12-01,FALSE,"Approved",NA,NA,NA,NA,1695.42,NA,NA
"19046","0","2410",2017-11-02,TRUE,"Approved",NA,NA,NA,NA,877.6,NA,NA
"19133","0","181",2017-05-04,TRUE,"Approved",NA,NA,NA,NA,1401.63,NA,NA
"19177","0","1043",2017-06-06,FALSE,"Approved",NA,NA,NA,NA,2086.07,NA,NA
"19197","0","1182",2017-12-06,TRUE,"Approved",NA,NA,NA,NA,1761.75,NA,NA
"19206","0","2122",2017-01-04,TRUE,"Approved",NA,NA,NA,NA,1615.62,NA,NA
"19341","0","443",2017-12-26,TRUE,"Approved",NA,NA,NA,NA,744.54,NA,NA
"19384","0","2407",2017-06-11,FALSE,"Approved",NA,NA,NA,NA,1098.18,NA,NA
"19794","0","2860",2017-01-13,FALSE,"Approved",NA,NA,NA,NA,868.56,NA,NA
"19860","0","2468",2017-06-24,TRUE,"Approved",NA,NA,NA,NA,1497.43,NA,NA
"19872","0","61",2017-03-17,TRUE,"Approved",NA,NA,NA,NA,867.92,NA,NA
